title|offer_type|desc|size|price|gradnja|adaptacija
LJ. ŠIŠKA|dvosobno|46,9 m2, 2-sobno, zgrajeno l. 2018, 2. nad., oddamo. Cena: 900,00 EUR/mes|46,90 m2|900,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|47 m2, 2-sobno, zgrajeno l. 2018, 1. nad., oddamo. Cena: 850,00 EUR/mes|47,00 m2|850,00 €/mesec|2018|nan
LJ. ŠIŠKA|enosobno|48,25 m2, 1-sobno, zgrajeno l. 2018, 2. nad., Opremljeno 1S stanovanje,Belle Vie Tivoli, bivalne površine 34,88 m2, loža...|48,25 m2|650,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|50 m2, 2-sobno, zgrajeno l. 2019, pritličje, oddamo. Cena: 1.300,00 EUR/mes|50,00 m2|1.300,00 €/mesec|2019|nan
LJ. ŠIŠKA|dvosobno|53 m2, 2-sobno, zgrajeno l. 2018, oddamo. Cena: 870,00 EUR/mes|53,00 m2|870,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|55 m2, 2-sobno, zgrajeno l. 1961, P/4 nad., oddamo. Cena: 650,00 EUR/mes|55,00 m2|650,00 €/mesec|1961|nan
LJ. ŠIŠKA|enosobno|56 m2, 1-sobno, zgrajeno l. 2019, P/4 nad., oddamo. Cena: 600,00 EUR/mes|56,00 m2|600,00 €/mesec|2019|nan
LJ. ŠIŠKA|dvosobno|62 m2, 2-sobno, zgrajeno l. 1983, adaptirano l. 2011, 2/10 nad., oddamo. Cena: 690,00 EUR/mes|62,00 m2|690,00 €/mesec|1983|2011
LJ. ŠIŠKA|dvosobno|63,9 m2, 2-sobno, zgrajeno l. 2005, 2/3 nad., oddamo. Cena: 750,00 EUR/mes|63,90 m2|750,00 €/mesec|2005|nan
LJ. ŠIŠKA|dvosobno|67 m2, 2-sobno, zgrajeno l. 1985, 3/7 nad., oddam lepo vzdrževano opremljeno stanovanje z garažo v kleti v urejeni stano...|67,00 m2|750,00 €/mesec|1985|nan
LJ. ŠIŠKA|dvoinpolsobno|70 m2, 2,5-sobno, zgrajeno l. 2019, pritličje, oddamo. Cena: 1.500,00 EUR/mes|70,00 m2|1.500,00 €/mesec|2019|nan
LJ. ŠIŠKA|trisobno|73 m2, 3-sobno, zgrajeno l. 1936, adaptirano l. 2017, 2/3 nad., oddamo. Cena: cca 800,00 EUR/mes|73,00 m2|800,00 €/mesec|1936|2017
LJ. ŠIŠKA|triinpolsobno|74 m2, 3,5-sobno, zgrajeno l. 1970, adaptirano l. 2007, 9/10 nad., oddamo. Cena: 890,00 EUR/mes|74,00 m2|890,00 €/mesec|1970|2007
LJ. ŠIŠKA|dvoinpolsobno|75 m2, 2,5-sobno, zgrajeno l. 1938, adaptirano l. 2008, 2/3 nad., oddamo. Cena: 1.100,00 EUR/mes|75,00 m2|1.100,00 €/mesec|1938|2008
LJ. ŠIŠKA|enoinpolsobno|87 m2, 1,5-sobno, zgrajeno l. 2007, 2. nad., oddamo. Cena: 900,00 EUR/mes|87,00 m2|900,00 €/mesec|2007|nan
LJ. ŠIŠKA|triinpolsobno|90 m2, 3,5-sobno, zgrajeno l. 1970, adaptirano l. 2015, 2/12 nad., stanovanje samo za 3/4 študente ali 3/4 študentke, bl...|90,00 m2|800,00 €/mesec|1970|2015
LJ. ŠIŠKA|dvosobno|100 m2, 2-sobno, zgrajeno l. 1995, adaptirano l. 2018, 380 m2 zemljišča, P/2 nad., 2-sobno stanovanje, Ljubljana - Podut...|100,00 m2|1.700,00 €/mesec|1995|2018
LJ. ŠIŠKA|štirisobno|106,1 m2, 4-sobno, zgrajeno l. 2019, 3/3 nad., oddamo. Cena: 2.000,00 EUR/mes|106,10 m2|2.000,00 €/mesec|2019|nan
LJ. ŠIŠKA|štirisobno|115 m2, 4-sobno, zgrajeno l. 1990, adaptirano l. 2010, visoko pritličje, oddamo. Cena: 850,00 EUR/mes|115,00 m2|850,00 €/mesec|1990|2010
LJ. ŠIŠKA|štirisobno|132,34 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2004, oddamo. Cena: 1.500,00 EUR/mes|132,34 m2|1.500,00 €/mesec|1890|2004
LJ. ŠIŠKA|štirisobno|150 m2, 4-sobno, zgrajeno l. 1950, adaptirano l. 2000, v 2 etažah s teraso in možno souporabo vrta, oddamo. Cena: cca 1....|150,00 m2|1.100,00 €/mesec|1950|2000
LJ. ŠIŠKA|trisobno|166,92 m2, 3-sobno, zgrajeno l. 2008, oddamo. Cena: 1.800,00 EUR/mes|166,92 m2|1.800,00 €/mesec|2008|nan
LJ. ŠIŠKA|štirisobno|188 m2, 4-sobno, zgrajeno l. 2008, 5. nad., oddamo. Cena: 2.600,00 EUR/mes|188,00 m2|2.600,00 €/mesec|2008|nan
LJ. ŠIŠKA, - TIVOLI|enosobno|35 m2, 1-sobno, dupleks, zgrajeno l. 2019, P/1 nad., V bližini Tivolija oddamo 1 sobno svetlo in novo opremljeno stanova...|35,00 m2|550,00 €/mesec|2019|nan
LJ. ŠIŠKA, 2 PARKIRNI MESTI|trisobno|100 m2, 3-sobno, adaptirano l. 2004, 1/1 nad., oddamo. Cena: 800,00 EUR/mes|100,00 m2|800,00 €/mesec|nan|2004
LJ. ŠIŠKA, ANDREAŠEVA ULICA 8|Soba|20 m2, soba, dupleks, zgrajena l. 1996, 5/5 nad., oddamo. Cena: 185,00 EUR/mes|20,00 m2|185,00 €/mesec|1996|nan
LJ. ŠIŠKA, BELLE VIE TIVOLI|garsonjera|48,9 m2, garsonjera, zgrajena l. 2018, 1/5 nad., Lj. Šiška, soseska Belle Vie Tivoli, zgrajeno l. 2018, garsonjera, veli...|48,90 m2|640,00 €/mesec|2018|nan
LJ. ŠIŠKA, BLIŽINA KINA, OŠ, POŠTE|enoinpolsobno|46 m2, 1,5-sobno, adaptirano l. 2020, 2/3 nad., Neposredna bližina Kina Šiška, trgovin, bolnišnice, OŠ, pošte, LPP. Stan...|46,00 m2|550,00 €/mesec|nan|2020
LJ. ŠIŠKA, BREZ PROVIZIJE, ALEŠOVČEVA ULICA|dvosobno|46,9 m2, 2-sobno, zgrajeno l. 2018, 1/3 nad., oddamo. Cena: 850,00 EUR/mes|46,90 m2|850,00 €/mesec|2018|nan
LJ. ŠIŠKA, BREZ PROVIZIJE, PILONOVA|garsonjera|45 m2, garsonjera, zgrajena l. 2010, 1/10 nad., oddamo. Cena: 590,00 EUR/mes|45,00 m2|590,00 €/mesec|2010|nan
LJ. ŠIŠKA, BREZ PROVIZIJE, SCOPOLIJEVA|enosobno|52 m2, 1-sobno, zgrajeno l. 1939, adaptirano l. 2006, 1/2 nad., oddamo. Cena: 600,00 EUR/mes|52,00 m2|600,00 €/mesec|1939|2006
LJ. ŠIŠKA, CELOVŠKA C.|enosobno|50 m2, 1-sobno, zgrajeno l. 1960, PK/2 nad., Oddamo 1 sobno PK stanovanje v Šiški, nasproti Aleje. Stanovanje ima 50 m2,...|50,00 m2|550,00 €/mesec|1960|nan
LJ. ŠIŠKA, CELOVŠKA CESTA|dvosobno|52,4 m2, 2-sobno, zgrajeno l. 2003, adaptirano l. 2019, 3/3 nad., oddamo. Cena: cca 650,00 EUR/mes|52,40 m2|650,00 €/mesec|2003|2019
LJ. ŠIŠKA, CELOVŠKA CESTA 103, 1000 LJUBLJA|garsonjera|34 m2, garsonjera, adaptirana l. 2010, pritličje, Garsonjera v Šiški. Ugodno. Vsi stroški vključeni, oddamo. Cena: cca 6...|34,00 m2|600,00 €/mesec|nan|2010
LJ. ŠIŠKA, CELOVŠKI DVORI|dvosobno|52 m2, 2-sobno, zgrajeno l. 2009, 3. nad., Oddam 2 sobno stanovanje s parkirnim mestom v Celovških dvorih. Klima, protiv...|52,00 m2|700,00 €/mesec|2009|nan
LJ. ŠIŠKA, CELOVŠKI DVORI NASPROTI ALEJE|dvosobno|53,45 m2, 2-sobno, zgrajeno l. 2009, 4. nad., Oddam opremljeno 2 sobno stanovanje v Celovških dvorih s parkirnim mestom ...|53,45 m2|700,00 €/mesec|2009|nan
LJ. ŠIŠKA, GORAZDOVA ULICA|dvoinpolsobno|57,3 m2, 2,5-sobno, zgrajeno l. 1972, adaptirano l. 2019, 7. nad., Oddamo funkcionalno opremljeno, svetlo in lepo vzdrže...|57,30 m2|580,00 €/mesec|1972|2019
LJ. ŠIŠKA, GOTSKA ULICA|garsonjera|28,2 m2, garsonjera, zgrajena l. 1971, 3/3 nad., oddamo. Cena: 400,00 EUR/mes|28,20 m2|400,00 €/mesec|1971|nan
LJ. ŠIŠKA, KINO|Soba|12 m2, soba, zgrajena l. 1978, 11/12 nad., Sobo oddam mirni študentki, ki ne kadi, oddamo. Cena: 180,00 EUR/mes|12,00 m2|180,00 €/mesec|1978|nan
LJ. ŠIŠKA, KOGOVŠKOVA ULICA|dvosobno|35 m2, 2-sobno, zgrajeno l. 2014, 1/1 nad., oddamo. Cena: 700,00 EUR/mes|35,00 m2|700,00 €/mesec|2014|nan
LJ. ŠIŠKA, KOSEZE|enoinpolsobno|26 m2, 1,5-sobno, adaptirano l. 2010, PK/2 nad., oddamo. Cena: 250,00 EUR/mes|26,00 m2|250,00 €/mesec|nan|2010
LJ. ŠIŠKA, LITOSTROJ|enosobno|33,27 m2, 1-sobno, zgrajeno l. 1967, adaptirano l. 2020, 2/5 nad., V celoti renovirano in opremljeno stanovanje. Nadstan...|33,27 m2|550,00 €/mesec|1967|2020
LJ. ŠIŠKA, LJ CENTER, VODNIKOVA CESTA|enosobno|32 m2, 1-sobno, zgrajeno l. 1966, adaptirano l. 2020, visoko pritličje, LJ. Center, v celoti obnovljeno eno-sobno stanov...|32,00 m2|500,00 €/mesec|1966|2020
LJ. ŠIŠKA, MOSTEC|triinpolsobno|99,42 m2, 3,5-sobno, zgrajeno l. 2001, adaptirano l. 2012, 1. nad., oddamo. Cena: 1.450,00 EUR/mes|99,42 m2|1.450,00 €/mesec|2001|2012
LJ. ŠIŠKA, MOSTEC - ČERNIGOJEVA ULICA|enosobno|42,71 m2, 1-sobno, zgrajeno l. 2001, 3/5 nad., oddamo. Cena: cca 620,00 EUR/mes|42,71 m2|620,00 €/mesec|2001|nan
LJ. ŠIŠKA, NASPROTI ALEJE|enosobno|43,9 m2, 1-sobno, zgrajeno l. 2008, 3/4 nad., klimatizirano, dvigalo, podzemna garaža po dogovoru, urejen blok, oddamo. ...|43,90 m2|600,00 €/mesec|2008|nan
LJ. ŠIŠKA, NASPROTI PARKA TIVOLI|štirisobno|162,3 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2003, 2/2 nad., oddamo. Cena: 1.600,00 EUR/mes|162,30 m2|1.600,00 €/mesec|1890|2003
LJ. ŠIŠKA, NASPROTI ZD|garsonjera|30 m2, garsonjera, zgrajena l. 1990, adaptirana l. 2020, 4. nad., Adaptirano 2020, popolnoma novo stanovanje s precudovi...|30,00 m2|550,00 €/mesec|1990|2020
LJ. ŠIŠKA, OB VODNIKOVI CESTI|enoinpolsobno|42,6 m2, 1,5-sobno, zgrajeno l. 1953, adaptirano l. 2018, polklet, Stanovanje se nahaja v stanovanjski hiši, v nizkem pr...|42,60 m2|400,00 €/mesec|1953|2018
LJ. ŠIŠKA, PARKIRNO MESTO, DVIGALO|dvosobno|66 m2, 2-sobno, zgrajeno l. 2007, Bližina Tivolija, dobra lokacija, parkirno mesto, oddamo. Cena: 700,00 EUR/mes|66,00 m2|700,00 €/mesec|2007|nan
LJ. ŠIŠKA, PILON - PILONOVA ULICA|enoinpolsobno|49 m2, 1,5-sobno, zgrajeno l. 2012, 2/5 nad., oddamo. Cena: 600,00 EUR/mes|49,00 m2|600,00 €/mesec|2012|nan
LJ. ŠIŠKA, PRI STARI CERKVI BREZ PROVIZIJE|dvosobno|50 m2, 2-sobno, adaptirano l. 2000, 1. nad., Pri Stari cerkvi v Spodnji Šiški, oddamo. Cena: 550,00 EUR/mes|50,00 m2|550,00 €/mesec|nan|2000
LJ. ŠIŠKA, SLOVENIJA|enosobno|35 m2, 1-sobno, zgrajeno l. 1967, 2/8 nad., V bližini kina Šiška, oddamo. Cena: cca 450,00 EUR/mes|35,00 m2|450,00 €/mesec|1967|nan
LJ. ŠIŠKA, ŠENTVID|Soba|20 m2, soba, zgrajena l. 1941, adaptirana l. 2017, VP/2 nad., Soba v 4 sobnem stanovanju, Ljubljana Šiška, oddamo. Cena:...|20,00 m2|200,00 €/mesec|1941|2017
LJ. ŠIŠKA, ŠIŠENSKA ULICA|triinpolsobno|85 m2, 3,5-sobno, adaptirano l. 2015, 2/5 nad., v celoti opremljeno, garaža, pralni stroj, sušilni stroj, internet, katv...|85,00 m2|980,00 €/mesec|nan|2015
LJ. ŠIŠKA, TRG KOMANDANTA STANETA|enosobno|26,2 m2, 1-sobno, zgrajeno l. 1970, adaptirano l. 2017, P/7 nad., v celoti obnovljeno, kompletno opremljeno, primerno za...|26,20 m2|480,00 €/mesec|1970|2017
LJ. ŠIŠKA, TRG KOMANDANTA STANETA|dvosobno|56 m2, 2-sobno, zgrajeno l. 2010, 3/4 nad., oddamo. Cena: 750,00 EUR/mes|56,00 m2|750,00 €/mesec|2010|nan
LJ. ŠIŠKA, VILA BLOK 2020|enosobno|38,5 m2, 1-sobno, zgrajeno l. 2020, 2/2 nad., oddamo. Cena: 510,00 EUR/mes|38,50 m2|510,00 €/mesec|2020|nan
LJ. ŠIŠKA, VIŽMARJE|dvosobno|40 m2, 2-sobno, zgrajeno l. 1990, adaptirano l. 2019, pritličje, V Vižmarjih, v mirnem naselju individualnih hiš oddamo ...|40,00 m2|450,00 €/mesec|1990|2019
LJ. ŠIŠKA, VODNIKOVA CESTA|Soba|18 m2, soba, zgrajena l. 2006, 1/1 nad., oddamo. Cena: 600,00 EUR/mes|18,00 m2|600,00 €/mesec|2006|nan
LJ. ŠIŠKA, ZGORNJA|trisobno|72,6 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2019, P/3 nad., oddamo. Cena: 700,00 EUR/mes|72,60 m2|700,00 €/mesec|1970|2019
LJ. ŠIŠKA, ZRAVEN OBVOZNICE|enosobno|46,1 m2, 1-sobno, zgrajeno l. 1983, 4/12 nad., oddamo. Cena: 480,00 EUR/mes|46,10 m2|480,00 €/mesec|1983|nan
LJ. VIČ|Soba|15 m2, soba, zgrajena l. 1975, 4/4 nad., stanovanje je razdeljeno v 3 apartmaje, souporaba kopalnice, v sobi je kompletn...|15,00 m2|260,00 €/mesec|1975|nan
LJ. VIČ|Soba|15 m2, soba, adaptirana l. 2018, 1/3 nad., oddamo. Cena: 250,00 EUR/mes|15,00 m2|250,00 €/mesec|nan|2018
LJ. VIČ|garsonjera|23,17 m2, garsonjera, zgrajena l. 1987, adaptirana l. 2017, 2/2 nad., oddamo. Cena: 550,00 EUR/mes|23,17 m2|550,00 €/mesec|1987|2017
LJ. VIČ|garsonjera|24 m2, garsonjera, zgrajena l. 2007, 3/3 nad., Garsonjera v hiši z več privatnimi sobami, oddamo. Cena: max. 550,00 EUR/...|24,00 m2|550,00 €/mesec|2007|nan
LJ. VIČ|Soba|25 m2, soba, adaptirana l. 2000, 100 m2 zemljišča, P/1 nad., Oddam sobo študentkam (2 ali 3), oddamo. Cena: 150,00 EUR/m...|25,00 m2|150,00 €/mesec|nan|2000
LJ. VIČ|garsonjera|27,3 m2, garsonjera, zgrajena l. 2016, 2/2 nad., Impresivno svetla in čudovita garsonjera se razprostira v drugem nadstr...|27,30 m2|730,00 €/mesec|2016|nan
LJ. VIČ|garsonjera|28 m2, garsonjera, adaptirana l. 2020, P/1 nad., Oddam garsonjero možnost za eno ali dve osebi, oddamo. Cena: 390,00 EUR...|28,00 m2|390,00 €/mesec|nan|2020
LJ. VIČ|garsonjera|29,89 m2, garsonjera, zgrajena l. 1987, adaptirana l. 2017, P/2 nad., oddamo. Cena: 450,00 EUR/mes|29,89 m2|450,00 €/mesec|1987|2017
LJ. VIČ|garsonjera|29,89 m2, garsonjera, zgrajena l. 1987, adaptirana l. 2017, P/2 nad., oddamo. Cena: 420,00 EUR/mes|29,89 m2|420,00 €/mesec|1987|2017
LJ. VIČ|garsonjera|30 m2, garsonjera, zgrajena l. 2018, 1. nad., Stanovanje, Osrednjeslovenska, Ljubljana, Vič, garsonjera, 30,00 m2, oddam...|30,00 m2|420,00 €/mesec|2018|nan
LJ. VIČ|enosobno|35 m2, 1-sobno, zgrajeno l. 1965, VP/2 nad., oddamo. Cena: cca 450,00 EUR/mes|35,00 m2|450,00 €/mesec|1965|nan
LJ. VIČ|garsonjera|36 m2, garsonjera, zgrajena l. 2006, 2. nad., 36 m2, moderno opremljena garsonjera, zgrajena l. 2006, 2/3 nad., z garažo...|36,00 m2|450,00 €/mesec|2006|nan
LJ. VIČ|enoinpolsobno|37 m2, 1,5-sobno, zgrajeno l. 2004, 2/2 nad., Lepo in svetlo enoinpolsobno stanovanje v zelenem okolju v Ljubljani, na D...|37,00 m2|400,00 €/mesec|2004|nan
LJ. VIČ|dvosobno|37,2 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2002, 4/4 nad., oddamo. Cena: 530,00 EUR/mes|37,20 m2|530,00 €/mesec|1975|2002
LJ. VIČ|enosobno|38,95 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2010, pritličje, oddamo. Cena: 600,00 EUR/mes|38,95 m2|600,00 €/mesec|1980|2010
LJ. VIČ|enosobno|43 m2, 1-sobno, adaptirano l. 2009, pritličje, Oddamo stanovanje 43 m2 Opremljeno blizu fakultet. V ceni najemnine so us...|43,00 m2|550,00 €/mesec|nan|2009
LJ. VIČ|dvosobno|50 m2, 2-sobno, zgrajeno l. 2003, 1/2 nad., oddamo. Cena: 750,00 EUR/mes|50,00 m2|750,00 €/mesec|2003|nan
LJ. VIČ|Drugo|58 m2, stanovanje, adaptirano l. 2020, PK/3 nad., oddamo. Cena: cca 550,00 EUR/mes|58,00 m2|550,00 €/mesec|nan|2020
LJ. VIČ|dvosobno|58,9 m2, 2-sobno, zgrajeno l. 2004, 1. nad., Tržaška, v mirnem naselju vila blokov, v bližini Dolgega mosta, oddamo prij...|58,90 m2|600,00 €/mesec|2004|nan
LJ. VIČ|dvoinpolsobno|60 m2, 2,5-sobno, zgrajeno l. 1968, adaptirano l. 2015, 3/4 nad., Stanovanje ima dve ločene sobe, kuhinjo z jedilnico, z...|60,00 m2|600,00 €/mesec|1968|2015
LJ. VIČ|dvoinpolsobno|62 m2, 2,5-sobno, zgrajeno l. 1962, adaptirano l. 2019, 1/4 nad., Dvoinpolsobno stanovanje na mirni lokaciji (Vidmarjeva...|62,00 m2|750,00 €/mesec|1962|2019
LJ. VIČ|dvosobno|63 m2, 2-sobno, zgrajeno l. 1957, adaptirano l. 2012, 2. nad., oddamo. Cena: 850,00 EUR/mes|63,00 m2|850,00 €/mesec|1957|2012
LJ. VIČ|dvosobno|65 m2, 2-sobno, adaptirano l. 2017, M/2 nad., Prostorno svetlo mansardno stanovanje primerno za umirjeno uslužbenko, nek...|65,00 m2|600,00 €/mesec|nan|2017
LJ. VIČ|dvoinpolsobno|67 m2, 2,5-sobno, zgrajeno l. 1998, adaptirano l. 2014, 4/4 nad., oddamo. Cena: 760,00 EUR/mes|67,00 m2|760,00 €/mesec|1998|2014
LJ. VIČ|trisobno|72 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2015, 1/2 nad., Oddam kompletno opremljeno stanovanje z vsemi prikljucki...|72,00 m2|850,00 €/mesec|1970|2015
LJ. VIČ|trisobno|74 m2, 3-sobno, zgrajeno l. 1995, adaptirano l. 2011, 1/2 nad., Oddamo kvalitetno opremljeno stanovanje za par ali druži...|74,00 m2|900,00 €/mesec|1995|2011
LJ. VIČ|triinpolsobno|76,6 m2, 3,5-sobno, zgrajeno l. 1873, adaptirano l. 2016, 1/3 nad., neposredna bližina centra, parkirni mesti za rampo, ...|76,60 m2|1.100,00 €/mesec|1873|2016
LJ. VIČ|trisobno|80 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2014, oddamo. Cena: 800,00 EUR/mes|80,00 m2|800,00 €/mesec|1980|2014
LJ. VIČ|trisobno|81 m2, 3-sobno, zgrajeno l. 2014, oddamo. Cena: 950,00 EUR/mes|81,00 m2|950,00 €/mesec|2014|nan
LJ. VIČ|trisobno|84,1 m2, 3-sobno, zgrajeno l. 1962, adaptirano l. 2017, 1/2 nad., oddamo. Cena: 900,00 EUR/mes|84,10 m2|900,00 €/mesec|1962|2017
LJ. VIČ|triinpolsobno|90,5 m2, 3,5-sobno, adaptirano l. 2018, Bližina centra, obnovljeno, urejeno parkiranje, oddamo. Cena: 1.400,00 EUR/mes|90,50 m2|1.400,00 €/mesec|nan|2018
LJ. VIČ|dvoinpolsobno|96 m2, 2,5-sobno, poslovni apartma, v stavbi zgrajeni l. 1900, adaptirano l. 2016, 1/3 nad., oddamo. Cena: 1.100,00 EUR/...|96,00 m2|1.100,00 €/mesec|1900|2016
LJ. VIČ|štirisobno|100 m2, 4-sobno, zgrajeno l. 2017, VP/2 nad., moderno, novo stanovanje, odlična lokacija, parkirišče, letna kuhinja, odd...|100,00 m2|1.700,00 €/mesec|2017|nan
LJ. VIČ|triinpolsobno|"140 m2, 3,5-sobno, ""penthouse"", zgrajeno l. 2000, adaptirano l. 2014, 120 m2 zemljišča, 4/4 nad., Luksuzno pen..."|140,00 m2|2.600,00 €/mesec|2000|2014
LJ. VIČ|trisobno|"140 m2, 3-sobno, ""penthouse"", zgrajeno l. 2000, 120 m2 zemljišča, 4/4 nad., 3-sobno stanovanje - penthouse, Lj..."|140,00 m2|3.100,00 €/mesec|2000|nan
LJ. VIČ|štirisobno|146,3 m2, 4-sobno, zgrajeno l. 1996, adaptirano l. 2019, 1/3 nad., oddamo. Cena: 2.200,00 EUR/mes|146,30 m2|2.200,00 €/mesec|1996|2019
LJ. VIČ|petsobno|146,3 m2, 5 in večsobno, zgrajeno l. 1996, adaptirano l. 2019, oddamo. Cena: 2.200,00 EUR/mes|146,30 m2|2.200,00 €/mesec|1996|2019
LJ. VIČ|štirisobno|147,6 m2, 4-sobno, dupleks, zgrajeno l. 2009, 1/4 nad., DUPLEX stanovanje, bližina centra in dostopa do obvoznice, v 1.n...|147,60 m2|1.200,00 €/mesec|2009|nan
LJ. VIČ|triinpolsobno|149,7 m2, 3,5-sobno, zgrajeno l. 2001, adaptirano l. 2014, 4. nad., Dostop do stanovanja je z zasebnim dvigalom. Stanova...|149,70 m2|3.100,00 €/mesec|2001|2014
LJ. VIČ|dvoinpolsobno|150 m2, 2,5-sobno, zgrajeno l. 2000, adaptirano l. 2014, 4/4 nad., Luxurious PENTHOUSE apartment, lavishly equipped and ...|150,00 m2|3.100,00 €/mesec|2000|2014
LJ. VIČ|trisobno|150 m2, 3-sobno, zgrajeno l. 2000, 4. nad., oddamo. Cena: 3.100,00 EUR/mes|150,00 m2|3.100,00 €/mesec|2000|nan
LJ. VIČ, BIČEVJE - IZREDNA LOKACIJA|dvosobno|43,5 m2, 2-sobno, zgrajeno l. 1962, 1. nad., izredna lokacija, v neposredni bližini centra mesta, fakultet na Viču ter A...|43,50 m2|500,00 €/mesec|1962|nan
LJ. VIČ, BLIŽINA INŠ - JOŽEF ŠTEFAN|garsonjera|18,5 m2, garsonjera, adaptirana l. 2015, 2/3 nad., Po meri opremljeno garsonjero oddamo, mirna lokacja, nizki stroški, o...|18,50 m2|295,00 €/mesec|nan|2015
LJ. VIČ, BREZ PROVIZIJE, DOLENJSKA CESTA|štirisobno|136 m2, 4-sobno, zgrajeno l. 1934, adaptirano l. 2020, P/3 nad., oddamo. Cena: 1.000,00 EUR/mes|136,00 m2|1.000,00 €/mesec|1934|2020
LJ. VIČ, BREZ PROVIZIJE, ROŽNA DOLINA|trisobno|118,5 m2, 3-sobno, zgrajeno l. 2004, adaptirano l. 2017, VP/2 nad., oddamo. Cena: 1.400,00 EUR/mes|118,50 m2|1.400,00 €/mesec|2004|2017
LJ. VIČ, CESTA DVEH CESARJEV|garsonjera|22 m2, garsonjera, zgrajena l. 1998, adaptirana l. 2000, P/1 nad., oddamo. Cena: 300,00 EUR/mes|22,00 m2|300,00 €/mesec|1998|2000
LJ. VIČ, CESTA NA BRDO|enosobno|38,5 m2, 1-sobno, zgrajeno l. 1987, adaptirano l. 2017, 2/2 nad., oddamo. Cena: 520,00 EUR/mes|38,50 m2|520,00 €/mesec|1987|2017
LJ. VIČ, DOLGI MOST|trisobno|87 m2, 3-sobno, zgrajeno l. 2006, 1/3 nad., oddamo. Cena: 900,00 EUR/mes|87,00 m2|900,00 €/mesec|2006|nan
LJ. VIČ, GERBIČEVA ULICA|Soba|25 m2, soba, adaptirana l. 2015, P+1+M, oddam sobo na gerbičevi ulici LJ-vič, oddamo. Cena: 300,00 EUR/mes|25,00 m2|300,00 €/mesec|nan|2015
LJ. VIČ, IŽANSKA CESTA|Soba|35 m2, soba, zgrajena l. 2010, P/2 nad., oddamo. Cena: 280,00 EUR/mes|35,00 m2|280,00 €/mesec|2010|nan
LJ. VIČ, KANČEVA ULICA|enosobno|35 m2, 1-sobno, zgrajeno l. 1965, 1/1 nad., stanovanje v vrstni hiši z ločenim vhodom je opremljeno, primerno za eno ose...|35,00 m2|300,00 €/mesec|1965|nan
LJ. VIČ, KANČEVA ULICA|enosobno|45 m2, 1-sobno, zgrajeno l. 1965, 1/1 nad., stanovanje v vrstni hiši z ločenim vhodom, je opremljeno, primerno za posame...|45,00 m2|340,00 €/mesec|1965|nan
LJ. VIČ, KOPRSKA, BLIZU ŠPARA|dvosobno|55 m2, 2-sobno, adaptirano l. 2017, Lepo urejeno stanovanje se nahaja v privat hiši. Dobra lokacija, blizu obvoznice in ...|55,00 m2|500,00 €/mesec|nan|2017
LJ. VIČ, NOVA GRBINA|trisobno|92 m2, 3-sobno, zgrajeno l. 2002, 63,3 m2 zemljišča, P/4 nad., oddamo svetlo in prostorno atrijsko stanovanje v mirni so...|92,00 m2|1.300,00 €/mesec|2002|nan
LJ. VIČ, NOVA GRBINA|trisobno|107 m2, 3-sobno, zgrajeno l. 2003, P/3 nad., Zelo prostorno trisobno atrijsko stanovanje na odlični lokaciji, oddamo. Ce...|107,00 m2|1.300,00 €/mesec|2003|nan
LJ. VIČ, POD BUKVAMI|dvosobno|55 m2, 2-sobno, zgrajeno l. 2016, 2/3 nad., oddamo. Cena: 776,00 EUR/mes|55,00 m2|776,00 €/mesec|2016|nan
LJ. VIČ, PRIMERNO ZA ŠTUDENTE|dvosobno|44 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2019, VP/3 nad., Na dobri lokaciji na Viču oddamo v celoti prenovljeno i...|44,00 m2|1.000,00 €/mesec|1960|2019
LJ. VIČ, RAMOVŠEVA|garsonjera|30,1 m2, garsonjera, zgrajena l. 2004, 1/2 nad., Na Viču, Na Ramovševi ulici oddamo novejšo, opremljeno garsonjero z vel...|30,10 m2|450,00 €/mesec|2004|nan
LJ. VIČ, ROŽNA DOLINA|Soba|12 m2, soba, adaptirana l. 2017, P/2 nad., Centralna kurjava, internet, prenovljeno, oddamo. Cena: cca 350,00 EUR/mes|12,00 m2|350,00 €/mesec|nan|2017
LJ. VIČ, ROŽNA DOLINA - CESTA NA BRDO|garsonjera|28 m2, garsonjera, zgrajena l. 1987, adaptirana l. 2017, 2/2 nad., oddamo. Cena: 450,00 EUR/mes|28,00 m2|450,00 €/mesec|1987|2017
LJ. VIČ, RUDNIK|garsonjera|25 m2, garsonjera, zgrajena l. 2019, 1.000 m2 zemljišča, CENA Z VSEMI STROŠKI vljučno TV,Wifi.. 450 EUR /MESEČNO. Lepo u...|25,00 m2|400,00 €/mesec|2019|nan
